"ID","QUANTITY","AVAILABILITY_CODE","MINIMUMQUANTITY","CREATED_BYUSER","CREATED_AT","MODIFIED_BYUSER","MODIFIED_AT"
"5a09680c-d3fb-48e3-bde1-e700c3660858","42","3","14","joanne.rush@itelo.info","2001-12-16T22:20:15","randy.gordon@itelo.info","2007-06-08T02:14:03"
"a11444f9-aaa4-4b41-ad51-4f4ee7b0d4fc","92","3","10","megan.wang@itelo.info","2001-02-15T13:00:01","paul.burke@itelo.info","2011-09-29T10:13:21"
"3496c9d9-08bd-4f24-af44-0d04852dcca2","2","2","38","frank.brown@itelo.info","2001-09-26T19:16:01","susan.summer@itelo.info","2010-11-23T11:11:08"
"b49007b0-2d3d-4bba-904c-5577ed83d7ec","0","1","33","sue.bay@itelo.info","2001-12-26T08:19:02","kimuray@itelo.info","2010-02-06T22:11:20"
"847576f5-e9af-4a7e-bfe1-aadbe3306232","0","1","36","maria.hicks@itelo.info","2001-10-08T04:12:21","rudolf.platte@itelo.info","2006-10-23T20:12:13"
"c98b5ea1-1e64-43b0-9263-466046175370","0","1","39","peter.fuchs@itelo.info","2001-02-27T07:19:12","franco.fall@itelo.info","2007-03-20T03:22:01"
"fe384d80-f267-4885-bc64-90a48258e943","0","1","47","nam.huik@itelo.info","2012-02-27T07:19:12","walter.winter@itelo.info","2017-07-18T00:05:02"
"e92b488a-2877-479c-8af9-f6d053ebd154","0","1","30","walter.winter@itelo.info","2001-09-14T16:11:13","nora.dwyer@itelo.info","2010-06-24T11:08:13"
"8a777282-5030-4199-9996-7ca7be99cf64","0","1","26","perezcf@itelo.info","2001-04-28T07:01:08","randy.gordon@itelo.info","2012-02-09T00:02:07"
"77d7cf2b-10b0-4d9e-82db-f72c4edcbec9","0","1","40","sally.spring@itelo.info","2001-12-19T09:09:10","james.smith@itelo.info","2006-06-10T02:13:02"
"8f34a5cd-28d3-4286-878b-ef480680f077","0","1","29","john.smith@itelo.info","2001-12-13T22:19:03","paul.burke@itelo.info","2010-11-18T00:05:02"
"e7fccd62-937a-4cb8-984e-18a893e20486","0","1","42","al.wallace@itelo.info","2001-03-07T16:12:14","frank.brown@itelo.info","2004-09-02T04:09:18"
"d4b5abc2-38e2-40f0-9e86-2cbb08ccea00","0","1","36","fisher.richard@itelo.info","2001-02-25T02:00:01","maria.hicks@itelo.info","2013-01-10T21:19:15"
"29b240d7-772e-4772-a258-f8e74232f3eb","94","3","23","anna.lerch@itelo.info","2001-10-06T19:03:09","walter.winter@itelo.info","2016-11-09T23:22:17"
"a2a8779a-5091-4aa8-866d-681926a497be","75","3","41","james.field@itelo.info","2001-11-20T16:06:21","james.field@itelo.info","2009-01-08T08:08:16"
"db9b8065-1240-47c9-bb65-b8ba5ccfdae9","99","3","30","michael.miller@itelo.info","2001-04-28T07:01:08","sue.bay@itelo.info","2004-10-20T09:14:22"
"4f5f845b-d54c-4c8b-b838-fd7746aab9a5","54","3","15","nora.dwyer@itelo.info","2001-02-07T16:09:18","anna.lerch@itelo.info","2013-04-01T08:09:13"
"7a63edec-710c-4e44-8d1f-76330f35173c","2","2","35","susan.summer@itelo.info","2001-03-22T22:23:03","jonathan.east@itelo.info","2007-06-08T02:14:03"
"ec52a77e-0205-4569-8d7e-f484d1f51ff1","3","2","42","nam.huik@itelo.info","2001-11-08T00:23:17","karl.kessler@itelo.info","2002-12-26T13:22:06"
"ba58b1ea-f085-4f7b-ba4f-0f0c11a9e019","5","2","43","nora.dwyer@itelo.info","2001-02-20T14:10:01","barbara.ingalls@itelo.info","2014-08-31T08:00:12"
"2aff3a16-0bfb-4baf-88a9-3041bc84dfd5","1","2","33","nora.dwyer@itelo.info","2001-06-25T17:02:12","maria.hicks@itelo.info","2006-09-03T17:20:18"
"c54b8354-2ff3-4623-a2e2-df083c3d96e8","1","2","37","susan.summer@itelo.info","2001-12-18T05:08:23","john.nicols@itelo.info","2012-02-09T00:02:07"
"8b51b577-3c9c-4e09-98f0-ea23786e49d7","2","2","18","catherine.jones@itelo.info","2001-10-20T16:21:14","kimuray@itelo.info","2006-03-21T22:18:12"
"cd33b84c-0fa6-49a2-9668-5d9f282d774e","4","2","19","james.field@itelo.info","2001-07-01T12:00:15","kimuray@itelo.info","2008-11-13T01:02:17"
"513e97f4-56d5-4072-8041-cc496cd9893f","5","2","39","kimuray@itelo.info","2001-02-15T13:00:01","kimuray@itelo.info","2017-09-16T06:12:00"
"307deb8c-6124-41b1-a871-666ea48049ab","1","2","33","rudolf.platte@itelo.info","2001-04-25T05:06:10","carol.aranda@itelo.info","2014-10-31T07:05:21"
"dd4c04d8-9ec3-4942-81bc-09d97ac2d696","1","2","21","rudolf.platte@itelo.info","2001-04-18T04:08:12","barbara.ingalls@itelo.info","2004-03-24T13:11:19"
"bea547e6-e87c-41ed-b980-2c80058769ee","2","2","11","john.nicols@itelo.info","2001-03-07T16:12:14","fisher.richard@itelo.info","2013-05-23T23:18:22"
"8fedc196-6e17-4d92-a384-d17e00cfb29b","2","2","44","frank.brown@itelo.info","2001-12-05T00:23:20","michael.miller@itelo.info","2013-01-10T21:19:15"
"710f7a81-53b3-4875-926b-fbdbc2fd3c0e","2","2","37","kimuray@itelo.info","2001-12-26T08:19:02","randy.gordon@itelo.info","2011-03-07T12:21:00"
"70cdcd8a-ad7a-4141-a79c-1d6d8a6e4e9f","106","3","25","john.dash@itelo.info","2001-02-25T02:00:01","fisher.richard@itelo.info","2012-07-04T22:19:15"
"de95d434-a249-4f0b-a496-4dd3109ea0c5","60","3","26","paul.burke@itelo.info","2001-03-15T15:11:21","fisher.richard@itelo.info","2014-08-28T05:15:19"
"b13c8c4d-6a04-43c1-bf9f-d965ff687183","67","3","24","megan.wang@itelo.info","2001-12-13T10:20:18","nora.dwyer@itelo.info","2008-05-03T13:20:18"
"8afc5560-0beb-4b25-a128-de6c4b721daf","3","2","13","fisher.richard@itelo.info","2001-01-11T07:14:18","anna.lerch@itelo.info","2015-03-01T09:12:04"
"10ca7135-8ab7-4598-80cf-2a0af1953749","8","2","33","john.dash@itelo.info","2001-04-02T20:12:12","john.smith@itelo.info","2014-01-10T16:14:08"
"d9a7b304-a88c-4263-b7d1-995b03a0f472","106","3","47","megan.wang@itelo.info","2001-12-13T22:19:03","joanne.rush@itelo.info","2013-04-01T08:09:13"
"f3270285-7c1d-4003-b645-4ce672b25006","120","3","40","susan.summer@itelo.info","2001-07-29T18:09:20","hermann.hecker@itelo.info","2012-02-09T00:02:07"
"8a61aded-e669-4936-bd56-81b549f46b1e","121","3","26","sally.spring@itelo.info","2001-02-27T07:19:12","catherine.jones@itelo.info","2002-12-26T13:22:06"
"5774ca5f-5c28-49cf-9a40-5f223fdcc5ef","83","3","28","peter.douglas@itelo.info","2001-10-06T19:03:09","maria.hicks@itelo.info","2016-12-20T10:15:09"
"453a7aa5-177b-4eb7-91a2-3cba3be4cc42","94","3","15","hermann.hecker@itelo.info","2001-12-18T05:08:23","james.field@itelo.info","2013-01-10T21:19:15"
"78f557c9-4e98-4491-b3a7-f104ab5d7c93","0","1","1","carol.aranda@itelo.info","2001-09-04T13:14:23","barbara.ingalls@itelo.info","2002-04-26T06:06:21"
"315359e6-7972-46af-8912-b917cad3b0e8","89","3","12","james.field@itelo.info","2001-03-15T12:03:12","joanne.rush@itelo.info","2013-01-10T21:19:15"
"41154bae-77dc-4bb2-ad71-bf503431f4dd","61","3","12","catherine.jones@itelo.info","2001-04-18T04:08:12","fisher.richard@itelo.info","2017-04-26T02:10:20"
"1955ce04-467c-4e24-9377-df5cfc9ce7d1","69","3","18","peter.fuchs@itelo.info","2001-09-19T23:07:00","joanne.rush@itelo.info","2002-03-31T13:20:06"
"f8766eeb-0583-4a1b-9e12-09e0408600ef","57","3","10","hermann.hecker@itelo.info","2011-09-19T23:07:00","kimuray@itelo.info","2015-04-15T13:15:09"
"aa498eb1-4626-42ef-a428-19d59489e509","52","3","11","megan.wang@itelo.info","2001-06-11T21:07:12","kimuray@itelo.info","2009-06-06T19:07:11"
"ed2bb200-a33b-4106-886a-25ff079400d1","69","3","29","joanne.rush@itelo.info","2001-05-25T04:19:23","paul.burke@itelo.info","2017-09-04T14:00:16"
"95f1480d-ac19-4357-8e5c-08f6aa64a64c","66","3","38","sue.bay@itelo.info","2001-07-05T08:17:23","john.dash@itelo.info","2016-03-20T12:01:10"
"45b10bee-0bb5-4cdf-8b71-ffa028029b28","120","3","10","rudolf.platte@itelo.info","2001-03-26T05:15:01","sally.spring@itelo.info","2017-09-04T14:00:16"
"20ab5947-ab17-42cf-b891-fc5791e992ab","41","3","16","franco.fall@itelo.info","2001-03-27T14:12:10","megan.wang@itelo.info","2006-06-10T02:13:02"
"2181354d-abb3-4582-9a8b-9472e8f3af3f","146","3","19","carol.aranda@itelo.info","2001-11-08T02:02:06","fisher.richard@itelo.info","2008-04-16T12:21:09"
"cab01e1d-834a-4fb6-9128-61ff9d147736","129","3","49","john.smith@itelo.info","2001-09-14T16:11:13","randy.gordon@itelo.info","2005-05-19T14:00:03"
"82942adc-4c8c-4749-ac9d-c80718d0a553","59","3","11","clark.kent@itelo.info","2001-11-27T03:23:17","randy.gordon@itelo.info","2017-07-18T00:05:02"
"297abd86-fc4b-4757-ae40-4f5b57edbc7a","99","3","42","kimuray@itelo.info","2001-05-25T04:19:23","viola.gains@itelo.info","2014-10-16T23:17:13"
"d6ed67e9-a4d3-4398-947f-9cbc992c8d5e","98","3","46","al.wallace@itelo.info","2001-11-08T02:02:06","frank.brown@itelo.info","2009-06-20T01:15:16"
"b8e02149-21ab-4370-bd0d-032f29a44100","0","1","1","john.nicols@itelo.info","2001-01-16T11:08:21","carol.aranda@itelo.info","2002-03-31T13:20:06"
"5fa618e6-c002-48ad-8770-ddb5c1b1ad4d","0","1","1","kimuray@itelo.info","2001-02-19T17:04:23","al.wallace@itelo.info","2008-11-13T01:02:17"
"0324cb05-4856-4127-ab2b-8cd055179dd2","118","3","35","sue.bay@itelo.info","2001-11-18T23:15:07","nora.dwyer@itelo.info","2010-11-23T11:11:08"
"7ccb2c97-d84d-40c9-a4c1-2551fb83056f","0","1","1","megan.wang@itelo.info","2001-05-30T07:08:09","barbara.ingalls@itelo.info","2017-07-18T00:05:02"
"6a7a799a-0398-4e94-a3c9-0670f9d11b67","92","3","44","john.dash@itelo.info","2001-03-03T19:22:00","michael.miller@itelo.info","2015-05-03T23:05:05"
"4594c8fe-4bc6-42e8-92f8-82714035fedf","74","3","10","barbara.ingalls@itelo.info","2001-12-17T13:20:12","fisher.richard@itelo.info","2010-05-09T20:02:02"
"c97e6ef7-c3a6-4f41-9395-fcae5746c0b2","140","3","43","carol.aranda@itelo.info","2001-04-27T13:23:06","karl.kessler@itelo.info","2002-02-15T14:05:12"
"f1a30d26-f298-44da-b318-9515cd4ac8d9","94","3","10","frank.brown@itelo.info","2001-03-15T12:03:12","fisher.richard@itelo.info","2015-04-15T13:15:09"
"3927715a-d0cc-441f-b8c3-013fd8cd1931","76","3","27","changf@itelo.info","2001-08-12T13:03:12","anna.lerch@itelo.info","2002-01-04T13:07:16"
"b109593c-7f7c-4d56-acd6-4c5a845e39a6","150","3","12","nam.huik@itelo.info","2001-12-27T19:09:03","peter.douglas@itelo.info","2003-06-11T09:07:19"
"3b67e69e-444b-4c3f-a9d2-115e73224be6","73","3","26","joanne.rush@itelo.info","2001-03-06T14:21:18","walter.winter@itelo.info","2012-04-17T06:17:21"
"2a0487a2-f26e-4285-9bda-5bff826012a2","50","3","10","changf@itelo.info","2001-12-05T00:23:20","james.smith@itelo.info","2007-08-09T05:15:18"
"e2034208-6af5-4c91-8a5c-babc647ff808","93","3","38","nora.dwyer@itelo.info","2001-12-19T09:09:10","changf@itelo.info","2014-04-11T08:23:21"
"f4ec3394-c40e-4a0e-a4a6-2e3542534d8a","68","3","14","nora.dwyer@itelo.info","2001-12-13T10:20:18","fisher.richard@itelo.info","2009-01-08T08:08:16"
"11c63fb9-ab05-489e-8bd2-c2ffb7b459b6","68","3","37","hermann.hecker@itelo.info","2001-02-08T03:02:10","catherine.jones@itelo.info","2005-12-26T03:01:08"
"c4a3e574-73b2-4115-85c6-1391d7b3d87f","0","1","1","ngoc@itelo.info","2001-04-20T20:06:23","clark.kent@itelo.info","2004-07-08T19:01:10"
"34c05dbb-115c-4d68-85ac-3b963f319c71","0","1","1","maria.hicks@itelo.info","2001-06-06T05:18:14","nora.dwyer@itelo.info","2011-09-29T10:13:21"
"9a5e9b61-a0df-4d17-a881-a012c6651638","99","3","40","ngoc@itelo.info","2001-12-19T09:09:10","karl.kessler@itelo.info","2013-01-09T12:07:04"
"92157930-8d7c-4205-9601-6c13a73988e1","124","3","44","viola.gains@itelo.info","2001-04-29T04:00:04","sally.spring@itelo.info","2002-08-26T06:14:03"
"c2af1795-22c9-4d7a-af77-abe0aa7b8433","98","3","19","viola.gains@itelo.info","2001-03-14T05:07:06","karl.kessler@itelo.info","2009-12-15T12:11:10"
"1a542897-9f2f-402d-a140-58e30d1af1b1","59","3","43","joanne.rush@itelo.info","2001-11-18T23:15:07","sally.spring@itelo.info","2017-04-10T10:00:09"
"8aecd409-aa4b-429f-af04-e562933c4a19","148","3","38","viola.gains@itelo.info","2001-01-16T11:08:21","al.wallace@itelo.info","2002-01-04T13:07:16"
"738eb6df-57cc-42c6-a813-0ce70d078468","42","2","48","jonathan.east@itelo.info","2001-09-09T02:17:09","john.dash@itelo.info","2014-10-16T23:17:13"
"3dfe1ae9-ef59-4c37-8d67-2b97d5694d77","80","3","28","james.smith@itelo.info","2001-06-06T05:18:14","franco.fall@itelo.info","2004-02-11T15:11:15"
"1ad89775-0c79-4281-91e1-3d044b9192be","142","3","11","perezcf@itelo.info","2001-03-04T04:19:18","james.smith@itelo.info","2014-01-10T16:14:08"
"e5b63adf-1501-498b-9584-8bfec0d76d74","121","3","30","peter.fuchs@itelo.info","2001-05-26T15:15:05","perezcf@itelo.info","2007-08-09T05:15:18"
"bb6fc489-5ec3-41cf-8c19-fac0bdfbccc3","123","3","15","barbara.ingalls@itelo.info","2001-01-16T07:18:06","joanne.rush@itelo.info","2005-10-20T22:13:09"
"2294fa76-3890-4f05-a96d-d9c3d5609e28","80","3","12","jonathan.east@itelo.info","2001-10-14T04:15:03","catherine.jones@itelo.info","2010-06-20T00:12:16"
"9631ba19-5a22-4818-9307-c79902b9b85c","64","3","35","changf@itelo.info","2001-11-20T12:00:10","kimuray@itelo.info","2007-03-20T03:22:01"
"b373b85b-50d5-4729-9d1e-9cd8338a4e3c","113","3","12","peter.fuchs@itelo.info","2001-10-28T12:08:13","megan.wang@itelo.info","2005-12-28T12:07:13"
"6ca02a5f-b9de-4374-877e-cbb454305453","88","3","22","john.smith@itelo.info","2001-12-26T08:19:02","paul.burke@itelo.info","2002-06-25T12:19:16"
"952efaae-4475-45e2-a22c-03043b0d325a","116","3","34","karl.kessler@itelo.info","2001-03-27T14:12:10","changf@itelo.info","2004-09-02T04:09:18"
"c844d22a-3bf3-490d-b780-1109e39481ab","91","3","16","barbara.ingalls@itelo.info","2001-03-26T05:15:01","nora.dwyer@itelo.info","2002-06-25T12:19:16"
"086e79a8-02fa-4924-97e2-34c1f33730c7","65","3","40","sally.spring@itelo.info","2001-07-07T20:03:07","barbara.ingalls@itelo.info","2010-06-24T11:08:13"
"66b68929-2499-4dab-a20d-6f4a02e75770","54","3","10","maria.hicks@itelo.info","2001-07-01T12:00:15","nora.dwyer@itelo.info","2007-10-09T09:00:20"
"bad47258-1ceb-48ec-9c53-3c5f408920d7","124","3","12","james.smith@itelo.info","2001-11-20T12:00:10","mary.watson@itelo.info","2013-02-21T13:04:00"
"27ae521c-5cf9-494a-a67a-942433064af4","76","3","33","nam.huik@itelo.info","2001-08-31T05:18:16","karl.kessler@itelo.info","2006-06-10T02:13:02"
"6a73d219-c9d7-46a0-a425-b23781520a05","0","1","1","carol.aranda@itelo.info","2001-12-25T20:21:21","clark.kent@itelo.info","2016-06-07T04:03:22"
"acede9fd-d662-4673-8620-0c5a27e55975","125","3","48","john.dash@itelo.info","2001-07-30T00:02:12","viola.gains@itelo.info","2012-02-09T00:02:07"
"b50d26e9-6ccd-4f91-8c9e-29f4c00d7bfa","92","3","50","randy.gordon@itelo.info","2001-12-26T08:19:02","jonathan.east@itelo.info","2012-07-04T22:19:15"
"c530e835-f535-46d4-9260-8653d30d8f80","139","3","11","sally.spring@itelo.info","2001-07-17T02:15:04","anna.lerch@itelo.info","2014-10-08T23:01:11"
"3f3e2dc0-9fae-4434-8ccb-87f5961f9dee","149","3","24","viola.gains@itelo.info","2001-12-19T09:09:10","changf@itelo.info","2017-06-18T03:03:01"
"3516c4c8-4396-4353-a210-fe23f3b002a3","109","3","18","barbara.ingalls@itelo.info","2012-10-25T16:05:04","viola.gains@itelo.info","2013-10-25T16:05:04"
"99a5bca8-b7b2-4cad-8162-a7478e1d8dcd","129","3","14","al.wallace@itelo.info","2001-03-14T05:07:06","viola.gains@itelo.info","2002-06-25T12:19:16"
"0e07db90-deb9-4a54-ad21-5c65f029b782","0","1","10","sally.spring@itelo.info","2001-05-26T15:15:05","al.wallace@itelo.info","2005-12-28T12:07:13"
"07718dff-6b9c-42e5-86f4-1ef5c66c5a3b","98","3","21","nam.huik@itelo.info","2001-08-24T02:15:03","fisher.richard@itelo.info","2017-09-16T06:12:00"
"baee3924-5622-49e8-89cf-108778d3e057","84","3","16","peter.fuchs@itelo.info","2001-09-08T10:18:06","michael.miller@itelo.info","2009-12-15T12:11:10"
"3d33c172-a512-4581-a3a3-85ddbebbd25d","144","3","10","rudolf.platte@itelo.info","2001-07-19T12:13:01","paul.burke@itelo.info","2010-02-06T22:11:20"
"7cbdf2f1-aab1-4cc7-80b4-6709ea986437","106","3","31","walter.winter@itelo.info","2001-03-15T12:03:12","megan.wang@itelo.info","2011-11-19T16:02:19"
"d943afa7-9faf-4476-ab5d-48f222060cf7","94","3","14","karl.kessler@itelo.info","2001-09-04T13:14:23","michael.miller@itelo.info","2002-12-01T04:21:04"
"350d2307-aba1-4b86-8704-a1bb92efcbb2","49","3","21","frank.brown@itelo.info","2001-02-20T14:10:01","al.wallace@itelo.info","2004-03-24T13:11:19"
